,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
159,"31, Jong-ro 63ga-gil, Jongno-gu, Seoul",,1,A02,A0201,A02010800,1121029,76,20101102203114,http://tong.visitkorea.or.kr/cms/resource/08/1927908_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1927908_image3_1.jpg,Type3,127.0187670996,37.5754261586,6,20200131233415,23,,Myogaksa Temple-Seoul (묘각사 (서울)),03112
160,"15, Yeongjung-ro, Yeongdeungpo-gu, Seoul","(Times Square B1, Yeongdeungpodong 4-ga)",1,A02,A0202,A02020300,1024919,76,20100519184711,http://tong.visitkorea.or.kr/cms/resource/37/1021637_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1021637_image3_1.jpg,Type3,126.9039014342,37.5172030882,3,20170721233759,20,+82-2-2638-2604~5,N. Olive Esthetic (앤올리브 에스테틱),07305
161,"41, Naksan-gil, Jongno-gu, Seoul",,1,A02,A0202,A02020700,264478,76,20040304011045,http://tong.visitkorea.or.kr/cms/resource/87/1568087_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1568087_image3_1.jpg,Type3,127.0065125148,37.5805725621,6,20200915185742,23,+82-2-743-7985,Naksan Park (낙산공원),03085
162,"99, Yulgok-ro, Jongno-gu, Seoul",,1,A02,A0201,A02010100,1918896,76,20140514194329,http://tong.visitkorea.or.kr/cms/resource/93/1568293_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/1568293_image3_1.jpg,Type3,126.9935443080,37.5786003366,6,20210930195239,23,+82-2-2148-1822,Nakseonjae Hall (낙선재),03072
163,"2076, Nambusunhwan-ro, Gwanak-gu, Seoul",,1,A02,A0201,A02010700,1371835,76,20110825221137,http://tong.visitkorea.or.kr/cms/resource/43/3020543_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/43/3020543_image3_1.jpeg,Type3,126.9795345921,37.4761175459,6,20231017113545,5,+82-2-598-6246,Nam-Seoul Museum of Art (SeMA) (서울시립미술관 남서울생활미술관),08806
164,"83, Sopa-ro, Jung-gu, Seoul",,1,A02,A0203,A02030400,668511,76,20081216223014,http://tong.visitkorea.or.kr/cms/resource/96/1919696_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1919696_image2_1.jpg,Type3,126.9841041137,37.5569971220,6,20231026213323,24,+82-2-753-2403,Namsan Cable Car (남산 케이블카),04630
165,"105, Namsangongwon-gil, Yongsan-gu, Seoul",,1,A02,A0205,A02050600,1876944,76,20131230194247,http://tong.visitkorea.or.kr/cms/resource/72/1567972_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1567972_image3_1.jpg,Type3,126.9876206116,37.5516394747,6,20210619005030,24,+82-2-3783-5900,Namsan Octagonal Pavilion (남산 팔각정),04628
166,"323, Sowol-ro, Yongsan-gu, Seoul",,1,A01,A0101,A01010700,1751094,76,20121113182946,,,,126.9969033844,37.5415658115,6,20221216091223,21,+82-2-798-3771,Namsan Outdoor Botanical Garden (남산 야외식물원),04340
167,"105, Namsangongwon-gil, Yongsan-gu, Seoul",0,1,A02,A0205,A02050600,264550,76,20110224200326,http://tong.visitkorea.or.kr/cms/resource/18/2932618_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/18/2932618_image3_1.bmp,Type3,126.9878983791,37.5511089858,6,20240517150714,21,+82-2-3455-9277,Namsan Seoul Tower (남산서울타워),04340
168,"105, Namsangongwon-gil, Yongsan-gu, Seoul",,1,A02,A0203,A02030200,2435998,76,20161025230320,http://tong.visitkorea.or.kr/cms/resource/12/2435112_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2435112_image2_1.jpg,Type3,126.9878594933,37.5511312042,6,20210316185308,21,,Namsan Seoul Tower Hanbok Culture Experience Center (남산서울타워 한복문화체험관),04340
169,"28, Toegye-ro 34-gil, Jung-gu, Seoul",,1,A02,A0201,A02010600,264116,76,20021227011750,,,,126.9940059289,37.5591248302,6,20230217083829,24,+82-2-2261-0500,Namsangol Hanok Village (남산골한옥마을),04626
170,"162 Hangangnanji-ro, Mapo-gu, Seoul",,1,A02,A0202,A02020700,767100,76,20090716202226,,,,126.8854129455,37.5628196780,6,20240215144421,13,,Nanji Hangang Park (난지한강공원),03900
171,"445 Yangnyeong-ro, Yongsan-gu, Seoul",,1,A02,A0202,A02020200,2813573,76,20220325144143,http://tong.visitkorea.or.kr/cms/resource/65/2638965_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/65/2638965_image2_1.JPG,Type3,126.9580659298,37.5177234407,6,20231229114252,21,,Nodeul Island (노들섬),04427
172,"340 Yangjae-daero, Gangnam-gu, Seoul",,1,A02,A0201,A02010800,3110983,76,20240320164106,http://tong.visitkorea.or.kr/cms/resource/72/1567772_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1567772_image3_1.jpg,Type3,127.0526058449,37.4717304764,6,20240320164117,1,,Nungin Sunwon (능인선원),06357
173,"49, Deongneung-ro 42-gil, Gangbuk-gu, Seoul",,1,A02,A0202,A02020700,1939666,76,20140807194606,http://tong.visitkorea.or.kr/cms/resource/39/2025939_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2025939_image3_1.jpg,Type3,127.0322642304,37.6330835875,6,20200704021311,3,+82-2-901-6923,Odong Neighborhood Park (오동근린공원),01139
174,"363 Ogeum-ro, Songpa-gu, Seoul",,1,A02,A0202,A02020700,3106653,76,20090617231424,,,,127.1316810347,37.5052557863,6,20240227182329,18,,Ogeum Park (오금공원),05725
175,"424 Olympic-ro, Songpa-gu, Seoul",,1,A02,A0202,A02020700,789703,76,20090828204759,http://tong.visitkorea.or.kr/cms/resource/39/2650439_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2650439_image3_1.jpg,Type3,127.1224425827,37.5194456386,6,20231019101023,18,+82-2-410-1114,Olympic Park (올림픽공원),05540
176,"35-1, Yangnyeongjungang-ro, Dongdaemun-gu, Seoul",,1,A02,A0203,A02030200,2030936,76,20150925000129,http://tong.visitkorea.or.kr/cms/resource/19/2554819_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/2554819_image2_1.JPG,Type3,127.0369985993,37.5815035582,6,20200318235424,11,+82-10-5060-5250,OME Cooking Lab (오미요리연구소),02569
177,"606, Teheran-ro, Gangnam-gu, Seoul",,1,A02,A0202,A02020300,1024981,76,20100519192422,,,,127.0642537376,37.5087236137,3,20170721233831,1,-2-2016-1176,Park Club Spa (파크클럽스파),06174
178,"Pungnap-dong, Songpa-gu, Seoul",,1,A02,A0201,A02010200,1742305,76,20121029182234,http://tong.visitkorea.or.kr/cms/resource/13/566413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/566413_image3_1.jpg,Type3,127.1209255392,37.5375629524,6,20230413021436,18,+82-2-2147-2800,Pungnap-dong Toseong Fortress (서울 풍납동 토성),05512
179,"240 Yeondong-ro, Guro-gu, Seoul",,1,A01,A0101,A01010700,3099597,76,20201007055358,,,,126.8240846662,37.4830806290,6,20240215115259,7,,Pureun Arboretum & Hang-dong Railroad (푸른수목원&항동철길),08361
180,"8 Samseong-ro 133-gil, Gangnam-gu, Seoul-si",,1,A02,A0202,A02020300,1300201,76,20110602233145,,,,127.0487215059,37.5197470544,,20170721234445,1,+82-2-3442-7888,Q Spa & Clinic (큐스파앤클리닉),06068
181,"405, Hangang-daero, Yongsan-gu, Seoul",,1,A02,A0203,A02030400,2490035,76,20170414192734,http://tong.visitkorea.or.kr/cms/resource/43/2440943_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/2440943_image2_1.JPG,Type3,126.9717164149,37.5548277077,6,20200706222453,21,+82-1544-7755,Rail Cruise Haerang (레일크루즈 해랑열차),04320
182,"2nd basement level, 45, Guuigangbyeon-ro, Gwangjin-gu, Seoul",,1,A02,A0202,A02020400,669211,76,20081223000346,,,,127.0916116181,37.5348266305,6,20240319105625,6,+82-2-455-3737,Riverside Spa Land (강변스파랜드),05049
183,"80-8, Ichon-ro, Yongsan-gu, Seoul",,1,A02,A0201,A02010900,1930527,76,20140702020924,http://tong.visitkorea.or.kr/cms/resource/21/1985221_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/1985221_image3_1.jpg,Type3,126.9567186255,37.5249586869,6,20200331235716,21,+82-2-716-1791,Saenamteo Catholic Holy Place of the Martyrs (새남터기념성당),04374
184,"16-18 Sageundong-gil, Seongdong-gu, Seoul",,1,A02,A0202,A02020700,3111097,76,20240320172557,http://tong.visitkorea.or.kr/cms/resource/35/755735_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/755735_image3_1.jpg,Type3,127.0431430874,37.5602422502,6,20240320172606,16,,Salgoji Sports Park (살곶이 체육공원),04762
185,"44, Insadong-gil, Jongno-gu, Seoul",,1,A02,A0202,A02020700,1030527,76,20100525230035,,,,126.9840699056,37.5879851865,6,20240318102507,23,+82-2-2148-4150,Samcheong Park (삼청공원),03050
186,"107, Samcheong-ro, Jongno-gu, Seoul",,1,A02,A0203,A02030400,264473,76,20040228025320,,,,126.9818368607,37.5849938278,6,20210616195420,23,+82-2-120,Samcheong-dong Street (삼청동길),03049
187,"Samyang-ro 173-gil, Gangbuk-gu, Seoul",,1,A01,A0101,A01010400,3105088,76,20240223115011,,,,126.9909006206,37.6582465830,6,20240320170142,3,,Samgaksan Mountain (삼각산),01002
188,"454-16, Hoam-ro, Gwanak-gu, Seoul",,1,A02,A0201,A02010900,1930531,76,20140702021136,http://tong.visitkorea.or.kr/cms/resource/12/2526612_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2526612_image2_1.jpg,Type3,126.9291258310,37.4569855320,6,20210817220805,5,+82-2-875-2271,Samseongsan Holy Ground (삼성산성지),08822
189,"411, Gangnam-daero, Seocho-gu, Seoul",,1,A02,A0204,A02040900,1341981,76,20110726222102,http://tong.visitkorea.or.kr/cms/resource/07/1955207_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/07/1955207_image3_1.jpeg,Type3,127.0265547405,37.4963799255,6,20240312121438,15,+82-2-2255-2277,Samsung Gangnam (삼성 강남),06620
190,"(2nd underground floor), 164, Mullae-ro, Yeongdeungpo-gu, Seoul",,1,A02,A0202,A02020600,747197,76,20090605002425,http://tong.visitkorea.or.kr/cms/resource/47/1985547_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1985547_image3_1.jpg,Type3,126.9000712095,37.5178529443,6,20240320185047,20,+82-2-1522-9661,Sealala Water Park (씨랄라 워터파크),07297
191,"jiha 189, Sejong-daero, Jongno-gu, Seoul",,1,A02,A0202,A02020700,1930107,76,20140630184317,http://tong.visitkorea.or.kr/cms/resource/97/1568197_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/1568197_image3_1.jpg,Type3,126.9760710456,37.5734839509,6,20220831112721,23,+82-2-722-9598,Sejong-ro Park (세종로공원),03172
192,"45, Pirundae-ro, Jongno-gu, Seoul (Nuha-dong)",,1,A02,A0203,A02030100,2037040,76,20151030024535,http://tong.visitkorea.or.kr/cms/resource/94/2678694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2678694_image3_1.jpg,Type3,126.9729684191,37.5781277997,6,20240305124034,23,,Seochon Village (서촌마을),03037
193,"251, Tongil-ro, Seodaemun-gu, Seoul",,1,A02,A0202,A02020700,1748004,76,20121106012625,,,,126.9556450402,37.5766554381,6,20221215093338,14,+82-2-3140-8305,Seodaemun Independence Park (서대문독립공원),03732
194,"1 Seolleung-ro 100-gil, Gangnam-gu, Seoul",,1,A02,A0201,A02010700,264106,76,20021220020217,,,,127.0471803291,37.5074206801,6,20240705153541,1,+82-2-568-1291,Seolleung and Jeongneung Royal Tombs [UNESCO World Heritage] (서울 선릉과정릉) [유네스코 세계유산],06153
195,"Seongsu-dong, Seongdong-gu, Seoul",,1,A02,A0203,A02030600,2946681,76,20221207144255,,,,127.0566145649,37.5432527996,6,20230201093456,16,,Seongsu-dong Cafe Street (성수동 카페거리),04795
196,"15, Yeonmujang 7-gil, Seongdong-gu, Seoul",,1,A02,A0203,A02030600,2946682,76,20221207144508,,,,127.0547758143,37.5442915346,6,20230201093626,16,,Seongsu-dong Handmade Shoes Street (성수동 수제화거리),04782
197,"343 , Seonyu-ro, Yeongdeungpo-gu, Seoul",,1,A02,A0202,A02020700,3006542,76,20230904135239,http://tong.visitkorea.or.kr/cms/resource/01/2678801_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2678801_image3_1.jpg,Type3,126.9024425270,37.5422918129,6,20230905190507,20,,Seonyudo Park (선유도공원),07200
198,"Banpo-dong, Seocho-gu, Seoul",,1,A02,A0203,A02030100,2037327,76,20151031005305,,,,126.9981601041,37.4963433090,6,20221216112939,15,+82-2-2155-6220,Seorae Village (서래마을),06577
199,"20, Nambusunhwan-ro 64-gil, Yangcheon-gu, Seoul",,1,A02,A0202,A02020700,1266515,76,20110428230717,http://tong.visitkorea.or.kr/cms/resource/15/2611715_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/15/2611715_image2_1.bmp,Type3,126.8300634330,37.5274172505,6,20221019111820,19,+82-2-2604-3004,Seoseoul Lake Park (서서울호수공원),07916
200,"5, Chilpae-ro, Jung-gu, Seoul",,1,A02,A0202,A02020700,1912476,76,20140409235916,http://tong.visitkorea.or.kr/cms/resource/02/1569102_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1569102_image3_1.jpg,Type3,126.9694692310,37.5607103171,6,20230811102818,24,,Seosomun Historical Park (서소문역사공원),04510
201,"150-3 Jong-ro, Jongno-gu, Seoul",,1,A02,A0203,A02030600,3046933,76,20231123104640,http://tong.visitkorea.or.kr/cms/resource/56/3019156_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3019156_image3_1.jpg,Type3,126.9942167014,37.5704207437,6,20231123105415,23,,Seosulla-gil Road (서순라길),03193
202,"10-1 Hoehyeon-dong 2(i)-ga, Jung-gu, Seoul",,1,A02,A0204,A02040800,2621939,76,20191001002707,http://tong.visitkorea.or.kr/cms/resource/02/1895102_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1895102_image3_1.jpg,Type3,126.9831152342,37.5598523283,6,20220927093732,24,+82-2-3455-8341,Seoul Animation Center (서울 애니메이션센터),04631
203,"219, Ogeum-ro, Songpa-gu, Seoul",,1,A02,A0201,A02010700,1747979,76,20121106012023,http://tong.visitkorea.or.kr/cms/resource/46/741946_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/741946_image3_1.jpg,Type3,127.1178488772,37.5081579775,6,20221229164549,18,+82-2-2147-2800,Seoul Bangidong Ancient Tombs (서울 방이동 고분군),05644
204,"407, Maponaru-gil, Mapo-gu, Seoul",,1,A02,A0202,A02020700,2944095,76,20221207141452,,,,126.8939818053,37.5558484197,6,20230117111012,13,,Seoul Battleship Park (서울함공원),03954
205,"531, Bongeunsa-ro, Gangnam-gu, Seoul",,1,A02,A0201,A02010800,264594,76,20050809012752,,,,127.0577485719,37.5158782211,6,20240517103056,1,+82-2-3218-4800,Seoul Bongeunsa Temple (봉은사 (서울)),06087
206,"161 , Magokdong-ro, Gangseo-gu, Seoul",,1,A01,A0101,A01010700,3006358,76,20230904095240,http://tong.visitkorea.or.kr/cms/resource/60/2658460_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2658460_image3_1.jpg,Type3,126.8360144928,37.5692236076,6,20230905195747,4,,Seoul Botanic Park (서울식물원),07789
207,"15, Sejong-daero 21-gil, Jung-gu, Seoul",,1,A02,A0201,A02010900,1911833,76,20140408201354,http://tong.visitkorea.or.kr/cms/resource/49/755849_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/755849_image3_1.jpg,Type3,126.9760490054,37.5671457978,7,20200330233104,24,+82-2-730-6611,Seoul Cathedral Anglican Church or Korea (대한성공회 서울주교좌성당),04519
208,"216, Neungdong-ro, Gwangjin-gu, Seoul",,1,A02,A0202,A02020600,1051832,76,20100630183910,http://tong.visitkorea.or.kr/cms/resource/02/2028002_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2028002_image3_1.jpg,Type3,127.0807288607,37.5494219613,6,20240312094908,6,,Seoul Children's Grand Park (서울어린이대공원),04991
209,"330, Yeouidong-ro, Yeongdeungpo-gu, Seoul",,1,A02,A0202,A02020700,1393354,76,20110929024043,http://tong.visitkorea.or.kr/cms/resource/23/1985223_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1985223_image3_1.jpg,Type3,126.9335762510,37.5263247807,6,20210623012113,20,+82-2-3780-0561,Seoul Color Park (서울색공원),07337
210,"101, Daehak-ro, Jongno-gu, Seoul",,1,A02,A0201,A02010700,1748369,76,20121106204053,http://tong.visitkorea.or.kr/cms/resource/29/1554829_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1554829_image3_1.jpg,Type3,126.9990326638,37.5797669664,6,20211223194229,23,+82-2-2148-1842,Seoul Daehan Hospital (서울 대한의원),03080
211,"1540 Geumho-dong 4-ga, Seongdong-gu, Seoul",,1,A01,A0101,A01010400,1876942,76,20141230194058,,,,127.0281781551,37.5471796096,6,20240705143215,16,+82-2-2286-6061,Seoul Eungbongsan Mountain (응봉산(서울)),04743
212,"21, Cheonho-daero 4-gil, Dongdaemun-gu, Seoul",,1,A02,A0203,A02030200,1371199,76,20110825022606,http://tong.visitkorea.or.kr/cms/resource/58/1986058_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1986058_image3_1.jpg,Type3,127.0254887761,37.5730932173,6,20210812224754,11,+82-2-2232-3368,Seoul Folk Flea Market  - Traditional Arts & Crafts Studio (서울풍물시장 전통문화체험관),02586
213,"273 Ttukseom-ro, Seongdong-gu, Seoul",,1,A01,A0101,A01010500,789696,76,20090828195906,http://tong.visitkorea.or.kr/cms/resource/00/2611300_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/00/2611300_image2_1.bmp,Type3,127.0418131384,37.5431247707,6,20240307151046,16,+82-2-460-2905,Seoul Forest (서울숲),04770
214,"21-18, Jeongdong-gil, Jung-gu, Seoul",,1,A02,A0201,A02010700,264475,76,20040303205030,http://tong.visitkorea.or.kr/cms/resource/54/1569254_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1569254_image3_1.jpg,Type3,126.9714160575,37.5684261216,6,20200618223359,24,+82-2-3396-5882,Seoul Former Russian Legation (서울 구 러시아공사관),04518
215,"137, Bibong-gil, Jongno-gu, Seoul",,1,A02,A0201,A02010800,1634308,76,20120530200827,http://tong.visitkorea.or.kr/cms/resource/40/1927840_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1927840_image3_1.jpg,Type3,126.9534467684,37.6207780461,6,20210817232204,23,+82-2-395-9911,Seoul Geumseonsa Temple (금선사(서울)),03000
216,"111, Baumoe-ro 7-gil, Seocho-gu, Seoul",,1,A02,A0201,A02010800,1930520,76,20140702014941,http://tong.visitkorea.or.kr/cms/resource/66/1928066_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1928066_image3_1.jpg,Type3,127.0222641043,37.4737408098,6,20210601184633,15,+82-2-3460-5300,Seoul Gwanmunsa Temple (관문사(서울)),06762
217,"29, Saemunan-ro, Jongno-gu, Seoul",,1,A02,A0201,A02010700,1913218,76,20140412015908,http://tong.visitkorea.or.kr/cms/resource/58/1568458_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1568458_image3_1.jpg,Type3,126.9677163958,37.5683899481,6,20210915231358,23,+82-2-735-2038,Seoul Gyeonggyojang House (서울 경교장),03181
218,"88 Samcheong-ro, Jongno-gu, Seoul",,1,A02,A0203,A02030400,3107903,76,20240219183318,http://tong.visitkorea.or.kr/cms/resource/31/3102531_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/3102531_image3_1.jpg,Type3,126.9819868962,37.5832579211,6,20240305163157,23,,Seoul Hiking Tourism Center - Bugaksan Branch (서울도심등산관광센터(북악산)),03053
219,"5F, 181-7 Ui-dong, Gangbuk-gu, Seoul",,1,A02,A0203,A02030400,2989389,76,20230525100525,,,,127.0097182276,37.6624797624,6,20240305165436,3,+82-1533-2608,Seoul Hiking Tourism Center - Bukhansan Branch (서울도심등산관광센터(북한산)),01002
220,"117, Hwagyesa-gil, Gangbuk-gu, Seoul",,1,A02,A0201,A02010800,1121158,76,20101102225327,http://tong.visitkorea.or.kr/cms/resource/18/1927918_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1927918_image3_1.jpg,Type3,127.0073220730,37.6326415233,6,20211102235700,3,+82-2-902-2663,Seoul Hwagyesa Temple (화계사(서울)),01095
221,"177-18 Hyochangwon-ro, Yongsan-gu, Seoul",,1,A02,A0202,A02020700,1747993,76,20121106012330,,,,126.9634757763,37.5450425860,6,20240709104448,21,+82-2-2199-7608,Seoul Hyochang Park (서울 효창공원),04311
222,"916, Madeul-ro, Dobong-gu, Seoul",,1,A01,A0101,A01010700,1256307,76,20110413221938,http://tong.visitkorea.or.kr/cms/resource/23/2356723_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2356723_image3_1.jpg,Type3,127.0481278444,37.6893801026,6,20200824204204,10,+82-2-954-0031,Seoul Iris Garden (서울창포원),01318
223,"San 69-1, Mangu-dong, Jungnang-gu, Seoul",,1,A01,A0101,A01010400,1909494,76,20140331191416,http://tong.visitkorea.or.kr/cms/resource/89/1902989_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1902989_image3_1.jpg,Type3,127.1056030968,37.5942810870,6,20210210201511,25,+82-2-2094-2395,Seoul Mangusan Mountain (망우산(서울)),02180
224,"424, Olympic-ro, Songpa-gu, Seoul",,1,A02,A0201,A02010200,1747984,76,20121106012128,http://tong.visitkorea.or.kr/cms/resource/14/1567814_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1567814_image3_1.jpg,Type3,127.1229758237,37.5209871362,6,20240312174701,18,+82-2-2147-2814,Seoul Mongchontoseong Earthen Fortification (서울 몽촌토성),05540
225,"231 Samil-daero, Jung-gu, Seoul",,1,A02,A0202,A02020700,264320,76,20030109040423,http://tong.visitkorea.or.kr/cms/resource/83/1981983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/1981983_image3_1.jpg,Type3,126.9922395197,37.5557113066,6,20240318162141,24,,Seoul Namsan Park (남산공원(서울)),04628
226,"210, Hyeonchung-ro, Dongjak-gu, Seoul",,1,A02,A0201,A02010700,1348621,76,20110802233005,,,,126.9732511193,37.5013561691,6,20240307171012,12,+82-2-813-9625,Seoul National Cemetery (국립서울현충원),06984
227,"110 Sejong-daero, Jung-gu, Seoul",,1,A02,A0202,A02020700,264455,76,20040202232421,,,,126.9780155330,37.5657098894,6,20240619164156,24,+82-2-2133-5640,Seoul Plaza (서울광장),04524
228,"89, Sajik-ro, Jongno-gu, Seoul",,1,A02,A0202,A02020700,1349135,76,20110803195859,http://tong.visitkorea.or.kr/cms/resource/20/1568120_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1568120_image3_1.jpg,Type3,126.9676800810,37.5757085419,6,20211112015409,23,+82-2-2148-4149,Seoul Sajik Park (사직공원(서울)),03027
229,"21, Garak-ro 7-gil, Songpa-gu, Seoul",,1,A02,A0201,A02010700,1747995,76,20121106012434,http://tong.visitkorea.or.kr/cms/resource/89/203889_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/203889_image3_1.jpg,Type3,127.1028309684,37.5021945110,6,20210226172823,18,+82-2-421-0970,Seoul Seokchon-dong Ancient Tombs (서울 석촌동 고분군),05682
230,Seoul Sillim-dong Minsok Sundae Town (서울 신림동 민속순대타운),,1,A02,A0203,A02030600,3099564,76,20031209090000,,,,126.9287890094,37.4833519091,6,20240215112322,5,,Seoul Sillim-dong Minsok Sundae Town (서울 신림동 민속순대타운),08776
231,"105, Namsangongwon-gil, Yongsan-gu, Seoul",,1,A02,A0205,A02050600,2401804,76,20160818014411,http://tong.visitkorea.or.kr/cms/resource/86/2401286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2401286_image3_1.jpg,Type3,126.9878594933,37.5511312042,,20160818222710,21,,Seoul Tower Plaza (서울타워 플라자),04340
232,"49 Jadongchasijang-gil, Seongdong-gu, Seoul",,1,A02,A0204,A02040800,3078769,76,20231216204107,,,,127.0578195730,37.5586760298,,20240105143645,16,,Seoul Upcycling Plaza (서울새활용플라자),04807
233,"447-1, Cheongpa-ro, Jung-gu, Seoul",,1,A02,A0201,A02010900,1930523,76,20140702020510,http://tong.visitkorea.or.kr/cms/resource/81/1981981_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1981981_image3_1.jpg,Type3,126.9674194623,37.5591437954,6,20200326020220,24,+82-2-362-1891,Seoul Yakhyeon Catholic Church (서울 약현성당),04506
234,"432, Cheongpa-ro, Jung-gu, Seoul",,1,A02,A0202,A02020700,2497803,76,20170627231008,,,,126.9706609645,37.5545193912,6,20240320105553,24,+82-2-120,Seoullo 7017 (서울로 7017),04509
235,"7-1, Insadong-gil, Jongno-gu, Seoul",,1,A02,A0201,A02010900,1701767,76,20120828011023,http://tong.visitkorea.or.kr/cms/resource/21/1568421_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/1568421_image3_1.jpg,Type3,126.9863146199,37.5712538383,6,20200402021747,23,+82-2-732-2340,Seungdong Church (승동교회),03164
236,"159 Cheonggyecheon-ro, Jongno-gu, Seoul",,1,A02,A0204,A02040800,3074200,76,20180717023419,,,,126.9952249747,37.5692681185,6,20231222153707,23,,Sewoon Plaza (세운상가),03194
237,"10-18, Dasan-ro 33-gil, Jung-gu, Seoul",,1,A02,A0203,A02030400,1838143,76,20130815021816,http://tong.visitkorea.or.kr/cms/resource/49/2660049_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2660049_image3_1.jpg,Type3,127.0146094960,37.5630580770,6,20221025144230,24,+82-2-2236-9135,Sindang-dong Tteokbokki Town (신당동떡볶이골목),04611
238,"Sinsa-dong, Gangnam-gu, Seoul",,1,A02,A0203,A02030600,1323377,76,20110704192531,,,,127.0227543748,37.5215324916,6,20221216135645,1,+82-2-3445-0111,Sinsa-dong Garosu-gil Road (신사동 가로수길),06028
239,"65, Eulji-ro, Jung-gu, Seoul",,1,A02,A0204,A02040900,1865060,76,20131129004237,http://tong.visitkorea.or.kr/cms/resource/00/2512100_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2512100_image2_1.jpg,Type3,126.9853648438,37.5663960530,6,20240306165918,24,+82-2-6353-6665,SK Telecom T.um (SK텔레콤 미래기술체험관 T.um(티움)),04539
240,"2085-14, Olympic-daero, Seocho-gu, Seoul",,1,A02,A0202,A02020600,1013413,76,20100503230316,,,,126.9951432925,37.5111915303,6,20221216111040,15,+82-1566-3433,Some Sevit (세빛섬),06500
241,"Baekjegobun-ro 43-gil, Songpa-gu, Seoul, and surrounding areas",,1,A02,A0203,A02030600,3033225,76,20230720161035,http://tong.visitkorea.or.kr/cms/resource/19/2995119_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2995119_image3_1.jpg,Type3,127.1082358354,37.5091382462,6,20231107122334,18,,Songnidan-gil Street (송리단길),05622
