addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
"1F, 110-1, Eoulmadang-ro, Mapo-gu, Seoul",,1,A04,A0401,A04011000,2959308,79,20230131114122,http://tong.visitkorea.or.kr/cms/resource/12/2889312_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2889312_image3_1.jpg,Type3,126.9230541878,37.5546796309,6,20240418103323,13,,Lens Me - Hongdae Branch [Tax Refund Shop] (렌즈미 홍대),04055
"Store #C-20 of Jamsil Underground Shopping Center, B265 Olympic-ro, Songpa-gu, Seoul",Store# C-20 of Jamsil Underground Shopping Center,1,A04,A0401,A04011000,2954966,79,20230120145132,http://tong.visitkorea.or.kr/cms/resource/04/2878904_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2878904_image3_1.jpg,Type3,127.1018723895,37.5139125774,6,20240416143737,18,,Lens Me - Jamsil Underground Shopping Center Branch [Tax Refund Shop] (렌즈미 잠실지하상가),05510
"B72 Namdaemun-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,2954944,79,20230120145023,http://tong.visitkorea.or.kr/cms/resource/03/2878603_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2878603_image3_1.jpg,Type3,126.9821013308,37.5636296484,6,20240419144030,24,,Lens Me - Myeong-dong Branch [Tax Refund Shop] (렌즈미 명동),04535
"65, Yanghwa-ro 6-gil, Mapo-gu, Seoul",,1,A04,A0401,A04011000,2961333,79,20230206150105,http://tong.visitkorea.or.kr/cms/resource/99/2887799_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2887799_image3_1.jpg,Type3,126.9178270522,37.5488052201,6,20240422103836,13,,Lens Me - Sangsu Café Street Branch [Tax Refund Shop] (렌즈미상수카페거리점),04047
"323, Sillim-ro, Gwanak-gu, Seoul",,1,A04,A0401,A04011000,2960021,79,20230206132600,,,,126.9295639399,37.4832824865,6,20240422105608,5,,Lens Me - Sillim Branch [Tax Refund Shop] (렌즈미 신림),08776
"1F, 5, Yeongjung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,2959876,79,20230206131138,http://tong.visitkorea.or.kr/cms/resource/49/2880049_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2880049_image3_1.jpg,Type3,126.9061929011,37.5168809444,6,20240417094029,20,,Lens Me - Yeongdeungpo Branch [Tax Refund Shop] (렌즈미 영등포),07305
"1F, 868, Nonhyeon-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2961551,79,20230206125718,http://tong.visitkorea.or.kr/cms/resource/98/2879598_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2879598_image3_1.jpg,Type3,127.0289036838,37.5261570651,6,20240422081257,1,,Lens Nine - Apgujeong Branch [Tax Refund Shop] (렌즈나인 압구정),06022
"#103, 51-1, Eoulmadang-ro, Mapo-gu, Seoul",,1,A04,A0401,A04011000,2957111,79,20230203014540,,,,126.9207989729,37.5498857031,6,20240422120554,13,,Lens Story - Hongdae Parking Lot Street Branch [Tax Refund Shop] (렌즈스토리 홍대주차장길점),04048
"5, Seolleung-ro 162-gil, Gangnam-gu, Seoul","LENS STORY, 1F",1,A04,A0401,A04011000,2960607,79,20230206171452,,,,127.0236908063,37.5071841747,6,20240423134738,1,,Lens Story - Nonhyeon Branch [Tax Refund Shop] (렌즈스토리 논현),06119
"1F, 10, Gangnam-daero 100-gil, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2960683,79,20230206163738,http://tong.visitkorea.or.kr/cms/resource/05/2879805_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2879805_image3_1.jpg,Type3,127.0268851156,37.5016820936,6,20240422134901,1,,Lens Town - Gangnam CGV Branch [Tax Refund Shop] (렌즈타운강남cgv점),06129
"1F, 35, Wausan-ro 23-gil, Mapo-gu, Seoul",,1,A04,A0401,A04011000,2960437,79,20230206133302,http://tong.visitkorea.or.kr/cms/resource/64/2889064_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2889064_image3_1.jpg,Type3,126.9234847109,37.5544518872,6,20240418104531,13,,Lens Town - Hongdae Branch [Tax Refund Shop] (렌즈타운 홍대입구),04055
"1F, 49, Myeongdong-gil, Jung-gu, Seoul",,1,A04,A0401,A04011000,2961243,79,20230131104305,http://tong.visitkorea.or.kr/cms/resource/23/2887923_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2887923_image3_1.jpg,Type3,126.9850399412,37.5640102133,6,20240422085921,24,,Lens Town - Myeong-dong Jungang Branch [Tax Refund Shop] (렌즈타운 명동중앙점),04534
"Store #C-20, Jamsil Underground Shopping Center, B265 Olympic-ro, Songpa-gu, Seoul",잠실지하쇼핑센터 C-20호,1,A04,A0401,A04011000,3324972,79,20240625103346,,,,127.1018723895,37.5139125774,6,20240626205536,18,,Lense Me - Jamsil Underground Shopping Center Branch [Tax Refund Shop] (렌즈미 잠실지하상가점),05510
"3F, 517, Teheran-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2955897,79,20230125221907,,,,127.0597791462,37.5086679839,6,20240423133245,1,,Leonard - Hyundai Department Store Trade Center Branch [Tax Refund Shop] (레오나드현대무역점),06164
"275, Jangchungdan-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,3323768,79,20240625081025,http://tong.visitkorea.or.kr/cms/resource/71/3313871_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/3313871_image3_1.jpg,Type3,127.0088293006,37.5689100708,6,20240627014351,24,,Lepitta [Tax Refund Shop] (르피타),04563
"3F, 8, Samseong-ro 134-gil, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2954009,79,20230112154515,http://tong.visitkorea.or.kr/cms/resource/86/2890686_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2890686_image3_1.jpg,Type3,127.0313202161,37.5231463470,6,20240422111511,1,,Les Arts Plastic Surgery [Tax Refund Shop] (레아트 성형외과),06024
"Les Koo, Shinsegae Department Store Gangnam Branch, 176, Sinbanpo-ro, Seocho-gu, Seoul","Les Koo, Shinsegae Department Store Gangnam Branch",1,A04,A0401,A04011000,2956277,79,20230125234319,,,,127.0035815712,37.5056062193,6,20240418110443,15,,Les Koo - Shinsegae Gangnam Branch [Tax Refund Shop] (레쿠 신세계강남),06546
"405, Hangang-daero, Yongsan-gu, Seoul",,1,A04,A0401,A04011000,3324251,79,20240625091145,http://tong.visitkorea.or.kr/cms/resource/49/3314149_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3314149_image3_1.jpg,Type3,126.9717469660,37.5548915897,6,20240627015032,21,,Les Vins [Tax Refund Shop] (레벵),04320
"285, Hangang-daero, Yongsan-gu, Seoul",LesMore,1,A04,A0401,A04011000,2954446,79,20230125195713,http://tong.visitkorea.or.kr/cms/resource/98/2889598_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2889598_image3_1.jpg,Type3,126.9719417072,37.5437817729,6,20240418144121,21,,Lesmore - Namyeong Branch [Tax Refund Shop] (LM남영지점(금강 레스모아)),04321
"84 Donhwamun-ro, Jongno-gu, Seoul",,1,A02,A0207,A02070200,3012339,85,20230919153555,http://tong.visitkorea.or.kr/cms/resource/51/3007851_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3007851_image3_1.jpg,Type3,126.9907585251,37.5759922565,6,20230919153801,23,+82-10-4746-1773 / +82-70-4600-5719,Let's Jongno Festival (종로축제 렛츠종로),03134
"162, Hangangnanji-ro, Mapo-gu, Seoul",,1,A02,A0207,A02070200,1844838,85,20130913004053,,,,126.8820576461,37.5645888576,6,20221026155145,13,"• 1330 Travel Hotline: +82-2-1330 (Korean, English, Japanese, Chinese)",Let's Rock Festival (렛츠락페스티벌),03900
"4F, 405, Hangang-daero, Jung-gu, Seoul",,1,A04,A0401,A04011000,2957425,79,20230117165651,http://tong.visitkorea.or.kr/cms/resource/45/2888845_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2888845_image3_1.jpg,Type3,126.9717664185,37.5545416306,6,20240418094541,24,,Levi’S - Lotte Seoul Station Branch [Tax Refund Shop] (리바이스 롯데서울역),04509
"513, Yeongdong-daero, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,3323320,79,20240625010040,http://tong.visitkorea.or.kr/cms/resource/92/3314692_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3314692_image3_1.jpg,Type3,127.0592179950,37.5119175967,6,20240627020426,1,,Levi’S - Starfield COEX Branch [Tax Refund Shop] (리바이스 스타필드 코엑스점),06164
"124, Singomae-ro, Giheung-gu, Yongin-si, Gyeonggi-do",B2,1,A04,A0401,A04011000,2959086,79,20230205145043,http://tong.visitkorea.or.kr/cms/resource/30/2889930_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2889930_image3_1.jpg,Type3,126.8029148466,37.5652540347,6,20240423081131,4,,Levi’S Bodywear - Skypark Branch [Tax Refund Shop] (리바이스바디웨어 스카이파크),07505
"152, Gurojungang-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,3323243,79,20240625004158,http://tong.visitkorea.or.kr/cms/resource/81/3314581_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/3314581_image3_1.jpg,Type3,126.8827871414,37.5012129024,6,20240627020208,7,,Levi’S [Tax Refund Shop] (리바이스),08292
"185, Digital-ro, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,3323788,79,20240625081209,http://tong.visitkorea.or.kr/cms/resource/94/3313494_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3313494_image3_1.jpg,Type3,126.8872262708,37.4782600918,6,20240626211626,8,,Levi’S [Tax Refund Shop] (리바이스),08511
"62, Dobong-ro, Gangbuk-gu, Seoul",,1,A04,A0401,A04011000,3324695,79,20240625100503,http://tong.visitkorea.or.kr/cms/resource/77/3313477_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3313477_image3_1.jpg,Type3,127.0305315802,37.6146468109,6,20240626211604,3,,Levi’S [Tax Refund Shop] (리바이스),01215
"188, Yanghwa-ro, Mapo-gu, Seoul",,1,A04,A0401,A04011000,2958297,79,20230131192329,http://tong.visitkorea.or.kr/cms/resource/54/2889054_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2889054_image3_1.jpg,Type3,126.9265121176,37.5577987750,6,20240423082807,13,,LF Around the Corner - AK & Hongdae Branch [Tax Refund Shop] (LF 어라운드더코너 AK&홍대),04051
"214, Wangsan-ro, Dongdaemun-gu, Seoul",,1,A04,A0401,A04011000,2954041,79,20230202214631,http://tong.visitkorea.or.kr/cms/resource/41/2889741_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2889741_image3_1.jpg,Type3,127.0474754499,37.5805510796,6,20240423081623,11,,Lf Daks M - Lotte Cheongnyangni Branch [Tax Refund Shop] (LF 닥스M 롯데청량리),02555
"240, Olympic-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2955573,79,20230125210014,http://tong.visitkorea.or.kr/cms/resource/62/2879262_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2879262_image3_1.jpg,Type3,127.0976311526,37.5123821225,6,20240418104614,18,,Lf Daks M - Lotte Jamsil Branch [Tax Refund Shop] (LF 닥스M 롯데잠실),05554
"81, Namdaemun-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,2953871,79,20230201234308,http://tong.visitkorea.or.kr/cms/resource/51/2889151_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2889151_image3_1.jpg,Type3,126.9817485525,37.5647822864,6,20240418103852,24,,Lf Daks M - Lotte Main Branch [Tax Refund Shop] (LF 닥스M 롯데본점),04533
"176, Sinbanpo-ro, Seocho-gu, Seoul",,1,A04,A0401,A04011000,2956268,79,20230125234131,http://tong.visitkorea.or.kr/cms/resource/91/2879991_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2879991_image3_1.jpg,Type3,127.0035815712,37.5056062193,6,20240418105338,15,,Lf Daks M - Shinsegae Gangnam Branch [Tax Refund Shop] (LF 닥스M 신세계강남),06546
"6F, 92, Neungdong-ro, Gwangjin-gu, Seoul",,1,A04,A0401,A04011000,2954432,79,20230123222523,http://tong.visitkorea.or.kr/cms/resource/19/2878819_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2878819_image3_1.jpg,Type3,127.0712300203,37.5390535504,6,20240422141636,6,,Lf Daks M - Starcity Mall Branch [Tax Refund Shop] (LF 닥스M 건대스타시티),05065
"28, Myeongdong 8ga-gil, Jung-gu, Seoul",,1,A04,A0401,A04011000,2959921,79,20230128150001,http://tong.visitkorea.or.kr/cms/resource/55/2878655_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2878655_image3_1.jpg,Type3,126.9865676464,37.5616577360,6,20240419091443,24,,Lf Hazzys - Myeong-dong [Tax Refund Shop] (LF(명동헤지스종합)),04537
"1005, Cheonho-daero, Gangdong-gu, Seoul",,1,A04,A0401,A04011000,2954715,79,20230123233128,,,,127.1244557316,37.5390267349,6,20240423140850,2,,LF Maestro - Hyundai Cheonho Branch [Tax Refund Shop] (LF 마에스트로 현대천호),05328
"240, Olympic-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2955577,79,20230125210147,http://tong.visitkorea.or.kr/cms/resource/65/2879265_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2879265_image3_1.jpg,Type3,127.0976311526,37.5123821225,6,20240422145442,18,,LF Maestro - Lotte Jamsil Branch [Tax Refund Shop] (LF 마에스트로 롯데잠실),05554
"(LG Arts Center Seoul), 136, Magokjungang-ro, Gangseo-gu, Seoul",,1,A02,A0206,A02060600,268118,78,20030114194235,,,,127.0373341570,37.5019766908,6,20240318122019,1,+82-2-2005-0114,LG Arts Center (LG아트센터),06141
"165, Sinbanpo-ro, Seocho-gu, Seoul",,1,A04,A0401,A04011000,2955245,79,20230203231100,http://tong.visitkorea.or.kr/cms/resource/86/2890286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2890286_image3_1.jpg,Type3,127.0021705834,37.5057811737,6,20240418162655,15,,LG Best Shop - Banpo Branch [Tax Refund Shop] (엘지베스트샵 반포점),06512
"1805, Nambusunhwan-ro, Gwanak-gu, Seoul",,1,A04,A0401,A04011000,2954060,79,20230127154814,http://tong.visitkorea.or.kr/cms/resource/58/2880458_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2880458_image3_1.jpg,Type3,126.9508592642,37.4818302583,6,20240418154831,5,,LG Best Shop - Bongcheon Branch [Tax Refund Shop] (엘지베스트샵 봉천점),08758
"41, Bulgwang-ro, Eunpyeong-gu, Seoul",,1,A04,A0401,A04011000,2954643,79,20230125200740,http://tong.visitkorea.or.kr/cms/resource/77/2890377_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2890377_image3_1.jpg,Type3,126.9302713651,37.6115842555,6,20240418155025,22,,LG Best Shop - Bulgwang Main Branch [Tax Refund Shop] (엘지베스트샵 불광 본점),03358
"6, Sinchon-ro, Mapo-gu, Seoul",,1,A04,A0401,A04011000,2957783,79,20230129164914,http://tong.visitkorea.or.kr/cms/resource/30/2890130_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2890130_image3_1.jpg,Type3,126.9268953999,37.5583764924,6,20240418142858,13,,LG Best Shop - Donggyo Branch [Tax Refund Shop] (엘지베스트샵 동교점),04056
"153, Eunpyeong-ro, Eunpyeong-gu, Seoul",,1,A04,A0401,A04011000,2954604,79,20230125200533,http://tong.visitkorea.or.kr/cms/resource/76/2890276_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2890276_image3_1.jpg,Type3,126.9246110620,37.6012686866,6,20240418163347,22,,LG Best Shop - Eunpyeong Branch [Tax Refund Shop] (엘지베스트샵 은평점),03460
"1449, Yangjae-daero, Gangdong-gu, Seoul",,1,A04,A0401,A04011000,2954866,79,20230125221425,http://tong.visitkorea.or.kr/cms/resource/84/2878884_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2878884_image3_1.jpg,Type3,127.1388295253,37.5354524094,6,20240419151406,2,,LG Best Shop - Gangdong Main Branch [Tax Refund Shop] (엘지베스트샵 강동 본점),05353
"405, Dosan-daero, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2957775,79,20230129164848,http://tong.visitkorea.or.kr/cms/resource/29/2890129_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2890129_image3_1.jpg,Type3,127.0399860770,37.5237381004,6,20240422123027,1,,LG Best Shop - Gangnam Branch [Tax Refund Shop] (엘지베스트샵 강남점),06014
"431, Gonghang-daero, Gangseo-gu, Seoul",,1,A04,A0401,A04011000,2960771,79,20230206163435,http://tong.visitkorea.or.kr/cms/resource/94/2880094_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2880094_image3_1.jpg,Type3,126.8552270198,37.5553477858,6,20240418133703,4,,LG Best Shop - Gangseo Branch [Tax Refund Shop] (엘지베스트샵 강서점),07571
"295, Neungdong-ro, Gwangjin-gu, Seoul",,1,A04,A0401,A04011000,2954861,79,20230125221359,,,,127.0785149806,37.5562322418,6,20240422123118,6,,LG Best Shop - Gunja Branch [Tax Refund Shop] (엘지베스트샵 군자점),04997
"262, Gamasan-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,2954052,79,20230127154748,http://tong.visitkorea.or.kr/cms/resource/10/2880210_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2880210_image3_1.jpg,Type3,126.8898005533,37.4954581401,6,20240418150615,7,,LG Best Shop - Guro-gu Office Branch [Tax Refund Shop] (엘지베스트샵 구로구청점),08302
"210, Bongcheon-ro, Gwanak-gu, Seoul",,1,A04,A0401,A04011000,2955083,79,20230120145712,http://tong.visitkorea.or.kr/cms/resource/59/2880459_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2880459_image3_1.jpg,Type3,126.9247919736,37.4896316638,6,20240418161812,5,,LG Best Shop - Gwanak Branch [Tax Refund Shop] (엘지베스트샵 관악점),08706
"413, Tongil-ro, Seodaemun-gu, Seoul",,1,A04,A0401,A04011000,2954611,79,20230125200558,http://tong.visitkorea.or.kr/cms/resource/85/2890285_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2890285_image3_1.jpg,Type3,126.9464539398,37.5862347152,6,20240418160321,14,,LG Best Shop - Hongje Branch [Tax Refund Shop] (엘지베스트샵 홍제점),03646
"37, Dangsan-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,2959128,79,20230205145446,,,,126.8944800402,37.5182972369,6,20240418160218,20,,LG Best Shop - Mullae Branch [Tax Refund Shop] (엘지베스트샵 문래점),07296
"1085, Dongil-ro, Nowon-gu, Seoul",,1,A04,A0401,A04011000,2957887,79,20230129165605,,,,127.0721246658,37.6267489316,6,20240419141222,9,,LG Best Shop - Nowon Main Branch [Tax Refund Shop] (엘지베스트샵 노원 본점),01852
"476, Songpa-daero, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2954872,79,20230125221451,http://tong.visitkorea.or.kr/cms/resource/25/2879325_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2879325_image3_1.jpg,Type3,127.1045750659,37.5088159954,6,20240418162227,18,,LG Best Shop - Songpa Branch [Tax Refund Shop] (엘지베스트샵 송파점),05624
"323, Sinwol-ro, Yangcheon-gu, Seoul",,1,A04,A0401,A04011000,2954016,79,20230127154542,http://tong.visitkorea.or.kr/cms/resource/50/2880150_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2880150_image3_1.jpg,Type3,126.8568972544,37.5218461541,6,20240418160208,19,,LG Best Shop - Yangcheon Main Branch [Tax Refund Shop] (엘지베스트샵 양천 본점),08027
"240, World Cup-ro, Mapo-gu, Seoul",,1,A04,A0401,A04011000,2959908,79,20230206130756,http://tong.visitkorea.or.kr/cms/resource/28/2891128_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2891128_image3_1.jpg,Type3,126.8972867075,37.5683414708,6,20240423102010,13,,LG Best Shop [Tax Refund Shop] (LG베스트샵),03932
"124, Singomae-ro, Giheung-gu, Yongin-si, Gyeonggi-do","6F, Hyundai City Outlet Dongdaemun Branch",1,A04,A0401,A04011000,2958582,79,20230128110302,http://tong.visitkorea.or.kr/cms/resource/67/2889467_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2889467_image3_1.jpg,Type3,127.0076821872,37.5687878415,6,20240423110809,24,,Liberclassy - Hyundai Dongdaemun Branch [Tax Refund Shop] (리버클래시 현대동대문),04563
"4F, 9, Digital-ro 10-gil, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,2955946,79,20230130123710,http://tong.visitkorea.or.kr/cms/resource/99/2880399_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2880399_image3_1.jpg,Type3,126.8890705637,37.4776713039,6,20240418103740,8,,Liberclassy - Hyundai Gasan Branch [Tax Refund Shop] (리버클래시 현대가산),08514
"3F, 405, Hangang-daero, Jung-gu, Seoul",,1,A04,A0401,A04011000,2957531,79,20230130114558,http://tong.visitkorea.or.kr/cms/resource/58/2878558_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2878558_image3_1.jpg,Type3,126.9717664185,37.5545416306,6,20240418092801,24,,Liberclassy - Lotte Seoul Station Branch [Tax Refund Shop] (리버클래시 롯데서울역),04509
"92, Neungdong-ro, Gwangjin-gu, Seoul",,1,A04,A0401,A04011000,2954615,79,20230123230630,http://tong.visitkorea.or.kr/cms/resource/35/2878835_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2878835_image3_1.jpg,Type3,127.0712300203,37.5390535504,6,20240423095220,6,,Liberclassy - Starcity Mall Branch [Tax Refund Shop] (리버클레시컨대스타시티),05065
"185, Digital-ro, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,3323514,79,20240625074003,http://tong.visitkorea.or.kr/cms/resource/46/3314346_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3314346_image3_1.jpg,Type3,126.8872262708,37.4782600918,6,20240627015551,8,,Liberclassy [Tax Refund Shop] (리버클래시),08511
"17-13, Mugyo-ro, Jung-gu, Seoul",,1,A05,A0502,A05020100,757745,82,20090625003952,http://tong.visitkorea.or.kr/cms/resource/41/1885341_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1885341_image3_1.jpg,Type3,126.9785265537,37.5672569409,6,20190828020557,24,+82-2-776-7361,Libuk Sonmandu (리북손만두),04520
"451, Dosan-daero, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2961028,79,20230206125538,http://tong.visitkorea.or.kr/cms/resource/90/2887890_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2887890_image3_1.jpg,Type3,127.0457438666,37.5244242357,6,20240416164743,1,,Lie Sangbong - Cheongdam Branch [Tax Refund Shop] (LIESANGBONG 청담점),06015
"513, Yeongdong-daero, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2959211,79,20230204105754,,,,127.0592179950,37.5119175967,6,20240422083903,1,,Liebe - Starfield Coex Mall Branch [Tax Refund Shop] (리베 스타필드 코엑스몰),06164
"92, Neungdong-ro, Gwangjin-gu, Seoul",,1,A04,A0401,A04011000,2954478,79,20230123223620,,,,127.0712300203,37.5390535504,6,20240423111019,6,,Life Style - Starcity Mall Branch [Tax Refund Shop] (라이프스타일건대스타시티),05065
"46, Dongil-ro 204ga-gil, Nowon-gu, Seoul",,1,A04,A0401,A04011000,3324558,79,20240625095320,http://tong.visitkorea.or.kr/cms/resource/53/3313153_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3313153_image3_1.jpg,Type3,127.0679274101,37.6413416033,6,20240627021141,9,,Life Work - 2001 Outlet Junggye Branch [Tax Refund Shop]  (라이프워크 2001아울렛 중계),01783
"185, Digital-ro, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,3323738,79,20240625080803,http://tong.visitkorea.or.kr/cms/resource/89/3313489_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/3313489_image3_1.jpg,Type3,126.8872262708,37.4782600918,6,20240627022040,8,,Life Work [Tax Refund Shop] (라이프워크),08511
"9, Yeongjung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,3324136,79,20240625085559,http://tong.visitkorea.or.kr/cms/resource/12/3314512_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3314512_image3_1.jpg,Type3,126.9055901684,37.5172308925,6,20240627024741,20,,Life Work [Tax Refund Shop] (라이프워크),07305
"405, Hangang-daero, Yongsan-gu, Seoul",,1,A04,A0401,A04011000,3324540,79,20240625095142,http://tong.visitkorea.or.kr/cms/resource/96/3312996_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3312996_image3_1.jpg,Type3,126.9717469660,37.5548915897,6,20240626210015,21,,Life Work [Tax Refund Shop] (라이프워크),04320
"53, Wausan-ro 35-gil, Mapo-gu, Seoul",,1,B02,B0201,B02011100,2545689,80,20180504181901,http://tong.visitkorea.or.kr/cms/resource/01/2557401_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2557401_image3_1.jpg,Type3,126.9279370248,37.5564961739,6,20230523141730,13,+82-10-4244-0608,LikeU [Korea Quality]라이크유[한국관광 품질인증],04052
"841, Nonhyeon-ro, Gangnam-gu, Seoul",Lilac BLC Clinic,1,A04,A0401,A04011000,2953766,79,20230112135644,http://tong.visitkorea.or.kr/cms/resource/99/2879699_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2879699_image3_1.jpg,Type3,127.0433024315,37.5240853419,6,20240422115851,1,,Lilac BLC Clinic [Tax Refund Shop] (라일락BLC의원 [사후면세점]),06016
"63, Gangnam-daero 37-gil, Seocho-gu, Seoul",,1,A05,A0502,A05020100,2442771,82,20161124022105,http://tong.visitkorea.or.kr/cms/resource/86/2478086_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2478086_image3_1.jpg,Type3,127.0299575427,37.4845591364,,20170201235010,15,+82-2-3473-7972,Limbyungjoo Sandong Kalguksu (임병주 산동 칼국수),06734
"26-5, Itaewon-ro 23-gil, Yongsan-gu, Seoul",,1,B02,B0201,B02011100,2814642,80,20220328132943,http://tong.visitkorea.or.kr/cms/resource/10/2803310_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2803310_image3_1.jpg,Type3,126.9922178631,37.5358136182,,20220331171649,21,+82-507-1326-4206,Lindapick [Korea Quality] / 린다픽 [한국관광 품질인증],04350
"2F, 9, Digital-ro 10-gil, Geumcheon-gu, Seoul",2F,1,A04,A0401,A04011000,2955738,79,20230130122302,http://tong.visitkorea.or.kr/cms/resource/53/2880353_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2880353_image3_1.jpg,Type3,126.8890705637,37.4776713039,6,20240422150622,8,,Line - Hyundai Gasan Branch [Tax Refund Shop] (라인 현대시티(아)가산점),08514
"437, Gangnam-daero, Seocho-gu, Seoul",,1,A04,A0401,A04011000,2958909,79,20230202141048,http://tong.visitkorea.or.kr/cms/resource/07/2880007_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2880007_image3_1.jpg,Type3,127.0255269137,37.5014154327,6,20240418154908,15,,Line Friends - Gangnam Branch [Tax Refund Shop] (라인프렌즈 강남점),06612
